,Character,Text,total_number,Label
759,Aang,its my fault    im sorry we came here  i wanted to ride the elephant koi ,4,positive
761,Aang,  this island is named for kyoshi  i know kyoshi ,4,positive
765,Aang,  i know her because im the avatar ,4,positive
768,Aang,  thats me ,4,positive
771,Katara,  aang     do some airbending ,4,positive
776,Aang,  now       check this out ,4,positive
781,Zuko,  the avatars on kyoshi island    uncle  ready the rhinos  hes not getting away from me this time ,4,positive
782,Iroh,  are you going to finish that ,4,positive
783,Zuko,  i was going to save it for later ,4,positive
785,Aang,  all right  dessert for breakfast ,4,positive
787,Aang,these people sure know   how to treat an avatar ,4,positive
789,Aang,  mmm       katara youve got to try these ,4,positive
790,Katara,  well  maybe just a bite ,4,positive
792,Aang,sokka  whats your problem  eat ,4,positive
794,Sokka,not hungry ,4,positive
795,Aang,  but youre always hungry ,4,positive
797,Katara,  hes just upset because a bunch of girls kicked his butt yesterday ,4,positive
798,Sokka,  they snuck up on me ,4,positive
799,Katara,  right  and then they kicked your butt ,4,positive
801,Sokka,  sneak attacks dont count    tie me up with ropes  ill show them a thing or two    im not scared of any girls    who do they think they are anyway    mmm     this is tasty ,4,positive
803,Aang,whats he so angry about    its great here  theyre giving us the royal treatment ,4,positive
804,Katara,hey  dont get too comfortable  its risky for us to stay in one place for very long ,4,positive
806,Aang,  im sure well be fine    besides  did you see how happy im making this town    theyre even cleaning up that statue in my honor ,4,positive
807,Katara,well  its nice to see you excited about being the avatar    i just hope it doesnt all go to your head ,4,positive
808,Aang,  come on  you know me better than that  im just a simple monk ,4,positive
812,Sokka,  i cant believe i got beat up by a bunch of girls ,4,positive
814,Sokka,  sorry ladies    didnt mean to interrupt your dance lesson    i was just looking for somewhere to get a little workout ,4,positive
816,Sokka,  its all right    i mean  normally id hold a grudge  but seeing as you guys are a bunch of girls  ill make an exception ,4,positive
818,Sokka,  true  but dont feel bad  after all  im the best warrior in my village ,4,positive
820,Sokka,  oh     well     i mean     i    ,4,positive
823,Sokka,well  if thats what you want  id be happy to    all right  you stand over there  now  this may be a little tough  but try to block me ,4,positive
825,Sokka,  aw  heh heh     good  of course  i was going easy on you ,4,positive
828,Sokka,  lets see if you can   handle this ,4,positive
830,Sokka,  that does it ,4,positive
834,Aang,there she is  girls  me in a past life ,4,positive
839,Aang,  excuse me for a second  ladies ,4,positive
841,Katara,  oh  good  can you help me carry this back to the room    its a little heavy ,4,positive
842,Aang,  actually  i cant right now ,4,positive
843,Katara,  what do you mean   you cant  ,4,positive
844,Aang,i promised the girls id give them a ride on appa  why dont you come with us  itll be fun ,4,positive
845,Katara,  watching you show off for a bunch of girls does not sound like fun ,4,positive
846,Aang,  well  neither does carrying your basket ,4,positive
847,Katara,  its not my basket  these supplies are for our trip  i told you  we have to leave kyoshi soon ,4,positive
848,Aang,  i dont want to leave kyoshi yet  i cant put my finger on it    but theres something i really like about this place ,4,positive
852,Katara,  aangy    ,4,positive
853,Aang,  just a second  koko ,4,positive
854,Katara,   simple monk   huh    i thought you promised me that this avatar stuff wouldnt go to your head ,4,positive
855,Aang,it didnt  you know what i think  you just dont want to come because youre jealous ,4,positive
856,Katara,  jealous    of what ,4,positive
858,Aang,jealous that were having so much fun without you ,4,positive
859,Katara,  thats ridiculous ,4,positive
860,Aang,it is a little ridiculous  but i understand ,4,positive
862,Katara,  urch ,4,positive
864,Sokka,  uh     hey  suki ,4,positive
866,Sokka,  no     i     well  let me explain ,4,positive
868,Sokka,  i would be honored if you would teach me ,4,positive
870,Sokka,  im sorry if i insulted you earlier  i was     wrong ,4,positive
872,Sokka,  please make an exception    i wont let you down ,4,positive
874,Sokka,  of course ,4,positive
877,Sokka,  do i really have to wear this  it feels a little       girly ,4,positive
880,Sokka,  bravery and honor ,4,positive
881,Aang,  hey sokka    nice dress ,4,positive
883,Aang,  katara  remember how unagi almost got me yesterday ,4,positive
884,Katara,  yeah ,4,positive
885,Aang,  well  im gonna go ride it now  its gonna be real dangerous ,4,positive
886,Katara,  good for you ,4,positive
887,Aang,  youre not going to stop me ,4,positive
888,Katara,  nope  have fun ,4,positive
889,Aang,  i will ,4,positive
890,Katara,  great ,4,positive
891,Aang,  i know its great ,4,positive
892,Katara,  im glad you know ,4,positive
893,Aang,  im glad youre glad ,4,positive
894,Katara,  good   ,4,positive
895,Aang,  fine ,4,positive
898,Sokka,i think im starting to get it ,4,positive
900,Sokka,tah ,4,positive
904,Sokka,  hmm    ,4,positive
906,Sokka,  i got you  admit i got you ,4,positive
911,Aang,  im sure it will be here any second    what about this ,4,positive
915,Aang,  wherere you going  dont leave ,4,positive
918,Aang,  katara  you showed up ,4,positive
919,Katara,  i wanted to make sure you were safe  you really had me worried ,4,positive
920,Aang,back there you acted like you didnt care ,4,positive
921,Katara,  im sorry ,4,positive
922,Aang,  me too  i did let all that attention go to my head  i was being a jerk ,4,positive
923,Katara,  well  get out of the water before you catch a cold  you big jerk ,4,positive
924,Aang,  on my way ,4,positive
926,Katara,  hang on  aang ,4,positive
928,Katara,aang ,4,positive
930,Katara,  zuko ,4,positive
932,Zuko,i want the avatar alive ,4,positive
934,Katara,  wake up  aang ,4,positive
936,Aang,  katara       dont ride unagi  not fun ,4,positive
941,Sokka,  hey  im not a       oh  whatever ,4,positive
943,Zuko,  come out  avatar    you cant hide from me forever    find him ,4,positive
945,Sokka,i guess trainings over ,4,positive
947,Zuko,nice try  avatar  but these little girls cant save you ,4,positive
948,Aang,  hey  over here ,4,positive
950,Zuko,finally ,4,positive
952,Katara,get inside ,4,positive
954,Aang,  look what i brought to this place ,4,positive
955,Katara,its not your fault ,4,positive
956,Aang,  yes  it is  these people got their town destroyed trying to protect me ,4,positive
958,Katara,then lets get out of here  zuko will leave kyoshi to follow us  i know it feels wrong to run  but i think its the only way ,4,positive
959,Aang,  ill call appa ,4,positive
962,Sokka,what about   im sorry  ,4,positive
964,Sokka,  i treated you like a girl when i shouldve treated you like a warrior ,4,positive
967,Aang,  appa  yip yip ,4,positive
969,Zuko,back to the ship  dont lose sight of them ,4,positive
971,Katara,  i know its hard  but you did the right thing    zuko would have destroyed the whole place if we had stayed    theyre going to be okay  aang ,4,positive
973,Katara,  what are you doing ,4,positive
976,Aang,  i know  i know  that was stupid and dangerous ,4,positive
977,Katara,  yes  it was ,4,positive
981,Aang,the earth kingdom city of omashu    i used to always come here to visit my friend bumi ,5,positive
982,Katara,  wow  we dont have buildings like this in the south pole ,5,positive
983,Sokka,  they have buildings here that dont melt ,5,positive
984,Aang,  well lets go  slow pokes  the real funs inside the city ,5,positive
986,Katara,  wait  aang  it could be dangerous if people find out youre the avatar ,5,positive
987,Sokka,  you need a disguise ,5,positive
988,Aang,  so what am i supposed to do    grow a mustache ,5,positive
990,Aang,  ugh  this is so itchy    how do you live in this stuff ,5,positive
992,Sokka,great  now you look just like my grandfather ,5,positive
993,Katara,  technically  aang is 112 years old ,5,positive
995,Aang,  now lets get to skippin  young whipper snappers  the big city awaits ,5,positive
997,Aang,you guys are going to love omashu    the people here are the friendliest in the world ,5,positive
1003,Aang,  just keep smiling ,5,positive
1007,Aang,  my business is my business  young man    and none of yours    ive got half a mind to   bend you over my knee and paddle your backside ,5,positive
1009,Aang,  names bonzu pippinpaddleopsicopolis  the third    and these are my grandkids ,5,positive
1010,Katara,  hi  june pippinpaddleopsicopolis  nice to meet you ,5,positive
1013,Katara,  we will ,5,positive
1017,Aang,  good idea ,5,positive
1019,Aang,  this is the omashu delivery system    miles and miles of tubes and chutes ,5,positive
1021,Aang,  earthbending brings the packages up  and gravity brings them down ,5,positive
1022,Sokka,  great  so they get their mail on time ,5,positive
1023,Aang,  they do get their mail on time    but my friend bumi found   a better use for these chutes ,5,positive
1026,Aang,  um     the mail system ,5,positive
1028,Aang,  a package sending system ,5,positive
1030,Aang,  bumi  youre a mad genius ,5,positive
1032,Aang,  one ride  then were off to the north pole  airbenders honor ,5,positive
1033,Katara,  it sounded like fun at first    but now that im here  im starting to have second   th o o oughts ,5,positive
1035,Aang,  im on it ,5,positive
1039,Katara,  aang  do something  use your airbending ,5,positive
1040,Aang,  yeah  good idea  thatll make us go even faster ,5,positive
1042,Aang,sorry ,5,positive
1046,Aang,  two cabbages please ,5,positive
1055,Aang,thanks  but i dont eat meat ,5,positive
1058,Katara,  is it just me  or   is this guys crown a little crooked ,5,positive
1060,Aang,  im from     kangaroo island ,5,positive
1063,Sokka,  what  it was pretty funny ,5,positive
1070,Aang,  okay  you caught me    im the avatar  doing my avatar thing  keeping the world safe  everything checks out    no firebenders here  so  good work  everybody    love each other    respect all life    and dont run with your spears  well see you next time ,5,positive
1072,Katara,  you cant keep us here  let us leave ,5,positive
1076,Sokka,  were in serious trouble  this guy is nuts ,5,positive
1083,Katara,this is a prison cell  but its so nice ,5,positive
1084,Aang,  he did say it was newly refurbished ,5,positive
1085,Sokka,nice or not  were prisoners ,5,positive
1086,Aang,  i wonder what these challenges are gonna to be ,5,positive
1087,Katara,  were not sticking around to find out  theres got to be some way out of here ,5,positive
1088,Aang,  the air vents ,5,positive
